UID,SAM_CODE,LAB,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ALUMINUM_UNITS,AMMONIA_N_UNITS,ANC_UNITS,CALCIUM_UNITS,CHLORIDE_UNITS,COLOR_UNITS,COND_UNITS,DOC_UNITS,MAGNESIUM_UNITS,NITRATE_N_UNITS,NITRATE_NITRITE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PH_UNITS,POTASSIUM_UNITS,PTL_UNITS,SILICA_UNITS,SODIUM_UNITS,SULFATE_UNITS,TOC_UNITS,TSS_UNITS,TURB_UNITS,ALUMINUM_DATE_ANALYZED,ALUMINUM_HOLDING_TIME,ALUMINUM_LAB_FLAG,ALUMINUM_LAB_SAMPLE_ID,ALUMINUM_MDL,ALUMINUM_QA_FLAG,ALUMINUM_RESULT,ALUMINUM_RL,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_FLAG,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_FLAG,ANC_LAB_SAMPLE_ID,ANC_QA_FLAG,ANC_RESULT,CALCIUM_DATE_ANALYZED,CALCIUM_HOLDING_TIME,CALCIUM_LAB_FLAG,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CHLORIDE_DATE_ANALYZED,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_FLAG,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_FLAG,COLOR_LAB_SAMPLE_ID,COLOR_MDL,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_FLAG,COND_LAB_SAMPLE_ID,COND_MDL,COND_QA_FLAG,COND_RESULT,COND_RL,DOC_DATE_ANALYZED,DOC_HOLDING_TIME,DOC_LAB_FLAG,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_QA_FLAG,DOC_RESULT,DOC_RL,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_FLAG,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,NITRATE_N_DATE_ANALYZED,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_FLAG,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_FLAG,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRITE_N_DATE_ANALYZED,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_FLAG,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NTL_DATE_ANALYZED,NTL_HOLDING_TIME,NTL_LAB_FLAG,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_QA_FLAG,NTL_RESULT,NTL_RL,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_FLAG,PH_LAB_SAMPLE_ID,PH_QA_FLAG,PH_RESULT,POTASSIUM_DATE_ANALYZED,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_FLAG,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,PTL_DATE_ANALYZED,PTL_HOLDING_TIME,PTL_LAB_FLAG,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_QA_FLAG,PTL_RESULT,PTL_RL,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_FLAG,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SODIUM_DATE_ANALYZED,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SULFATE_DATE_ANALYZED,SULFATE_HOLDING_TIME,SULFATE_LAB_FLAG,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,NO3toP,TOC_HOLDING_TIME,TOC_RESULT,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_LAB_SAMPLE_ID,TSS_MDL,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_FLAG,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_QA_FLAG,TURB_RESULT,TURB_RL,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID,CHEM_SHIP_FLAG,NUTS_SAMPLE_ID,NUTS_SHIP_FLAG,SITE_ID,VISIT_NO,DATE_COL,ELEVATION,EPA_REG,EVAL_NAME,HUC2,HUC8,LAT_DD83,LON_DD83,ST_SITEID,ST_STRATUM,XCOORD,YCOORD
6478,REGULAR,WRS,110731.1,120613.1,120608.1,120731.1,120608.1,120608.1,120608.1,120619.1,120731.1,120608.1,120608.1,120608.1,120618.1,120608.1,120731.1,120618.1,120612.1,120731.1,120608.1,,,120608.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/31/2012,54,<LRL (0.02),1210082,0.01,ND,0.002,0.02,6/13/2012,6,,1210082,0.002,,0.0082,0.004,6/8/2012,1,,1210082,,3159,7/31/2012,54,,1210082,0.02,,45.66,0.04,6/8/2012,1,,1210082,0.03,,163.015,0.06,6/8/2012,1,,1210082,,L,3,5,6/8/2012,1,,1210082,,,869,2,6/19/2012,12,,1210082,0.1,,3.01,0.2,7/31/2012,54,,1210082,0.01,,18.76,0.02,6/8/2012,1,,1210082,0.01,,0.039,0.02,6/8/2012,1,,1210082,0.01,,0.039,0.02,6/8/2012,1,<LRL (0.02),1210082,0.01,ND,0,0.02,6/18/2012,11,,1210082,0.01,,0.259,0.02,6/8/2012,1,,1210082,,8.54,7/31/2012,54,,1210082,0.04,,7.039,0.08,6/18/2012,11,,1210082,2,,65,4,6/12/2012,5,,1210082,0.005,,5.873,0.01,7/31/2012,54,1210082,0.02,,98.24,0.04,6/8/2012,1,,1210082,0.09,,31.241,0.18,6.00E-04,NA,NA,,NA,,,,NA,NA,6/8/2012,1,,1210082,,,8.54,2,,,,,,,,,,,,,,,,,,,620930,,620933,,NLA12_UT_104,1,6/7/2012,1287.17,Region_8,Willard Bay Reservoir,16,16020102,41.37535097,-112.0897045,NLA12_UT_104,UT_NLA07RVT,_1329102.884,547009.5279
6481,REGULAR,WRS,110731.1,120613.1,120609.1,120731.1,120611.1,120609.1,120609.1,120622.1,120731.1,120611.1,120611.1,120611.1,120618.1,120609.1,120731.1,120618.1,120612.1,120731.1,120611.1,,,120609.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/31/2012,54,<LRL (0.02),1210092,0.01,L,0.014,0.02,6/13/2012,6,,1210092,0.002,,0.007,0.004,6/9/2012,2,,1210092,,1644,7/31/2012,54,,1210092,0.02,,22,0.04,6/11/2012,4,,1210092,0.03,,8.272,0.06,6/9/2012,2,,1210092,,,13,5,6/9/2012,2,,1210092,,,255,2,6/22/2012,15,,1210092,0.1,,3.2,0.2,7/31/2012,54,,1210092,0.01,,5.324,0.02,6/11/2012,4,,1210092,0.01,,0.255,0.02,6/11/2012,4,,1210092,0.01,,0.256,0.02,6/11/2012,4,<LRL (0.02),1210092,0.01,L,0.001,0.02,6/18/2012,11,,1210092,0.01,,0.588,0.02,6/9/2012,2,,1210092,,8.36,7/31/2012,54,,1210092,0.04,,2.897,0.08,6/18/2012,11,,1210092,2,,173,4,6/12/2012,5,,1210092,0.005,,23.808,0.01,7/31/2012,54,1210092,0.02,,20.79,0.04,6/11/2012,4,,1210092,0.09,,31.573,0.18,0.001473988,NA,NA,,NA,,,,NA,NA,6/9/2012,2,,1210092,,,24.3,2,,,,,,,,,,,,,,,,,,,626000,,626003,,NLA12_NV_106,1,6/7/2012,1202.02,Region_9,S Line Reservoir,16,16050203,39.48435525,-118.7235713,NLA12_NV_106,NV_NLA07RVT,_1918342.167,452857.0171
6482,REGULAR,WRS,110731.1,120613.1,120609.1,120731.1,120611.1,120609.1,120609.1,120619.1,120731.1,120611.1,120611.1,120611.1,120618.1,120609.1,120731.1,120618.1,120612.1,120731.1,120611.1,,,120609.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/31/2012,55,,1210091,0.01,,0.028,0.02,6/13/2012,7,,1210091,0.002,,0.079,0.004,6/9/2012,3,,1210091,,3247,7/31/2012,55,,1210091,0.02,,30.24,0.04,6/11/2012,5,,1210091,0.03,,11.926,0.06,6/9/2012,3,,1210091,,,18,5,6/9/2012,3,,1210091,,,366,2,6/19/2012,13,,1210091,0.1,,4.86,0.2,7/31/2012,55,,1210091,0.01,,6.267,0.02,6/11/2012,5,,1210091,0.01,,0.136,0.02,6/11/2012,5,,1210091,0.01,,0.136,0.02,6/11/2012,5,<LRL (0.02),1210091,0.01,ND,0,0.02,6/18/2012,12,,1210091,0.01,,1.061,0.02,6/9/2012,3,,1210091,,8.33,7/31/2012,55,,1210091,0.04,,9.489,0.08,6/18/2012,12,,1210091,2,,437,4,6/12/2012,6,,1210091,0.005,,26.783,0.01,7/31/2012,55,1210091,0.02,,33.62,0.04,6/11/2012,5,,1210091,0.09,,13.039,0.18,0.000311213,NA,NA,,NA,,,,NA,NA,6/9/2012,3,,1210091,,,58.73,2,,,,,,,,,,,,,,,,,,,626030,Ship Flag,626033,Ship Flag,NLA12_NV_101,1,6/6/2012,1678.23,Region_9,Big Spring Reservoir,16,16040205,41.92898525,-119.1790015,NLA12_NV_101,NV_NLA07RVT,_1889917.886,727810.84
6485,REGULAR,WRS,121022.1,120613.1,120609.1,121022.1,120611.1,120609.1,120609.1,120622.1,121022.1,120611.1,120611.1,120611.1,120618.1,120609.1,121022.1,120618.1,120612.1,121022.1,120611.1,,,120609.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/22/2012,136,<LRL (0.02),1210097,0.01,ND,0.005,0.02,6/13/2012,5,,1210097,0.002,,0.004,0.004,6/9/2012,1,,1210097,,2406,10/22/2012,136,,1210097,0.02,,47.14,0.04,6/11/2012,3,,1210097,0.03,,49.296,0.06,6/9/2012,1,,1210097,,,7,5,6/9/2012,1,,1210097,,,441,2,6/22/2012,14,,1210097,0.1,,3.42,0.2,10/22/2012,136,,1210097,0.01,,9.566,0.02,6/11/2012,3,<LRL (0.02),1210097,0.01,ND,0,0.02,6/11/2012,3,,1210097,0.01,ND,0,0.02,6/11/2012,3,<LRL (0.02),1210097,0.01,ND,0,0.02,6/18/2012,10,,1210097,0.01,,0.309,0.02,6/9/2012,1,,1210097,,8.52,10/22/2012,136,,1210097,0.04,,3.235,0.08,6/18/2012,10,,1210097,2,,16,4,6/12/2012,4,,1210097,0.005,,1.555,0.01,10/22/2012,136,1210097,0.02,,30.16,0.04,6/11/2012,3,,1210097,0.09,,27.663,0.18,0,NA,NA,,NA,,,,NA,NA,6/9/2012,1,,1210097,,,1.62,2,,,,,,,,,,,,,,,,,,,627710,,627713,,NLA12_KS_125,1,6/8/2012,251.58,Region_7,Wyandotte County Lake,10,10240011,39.15644714,-94.78795224,NLA12_KS_125,KS_NLA12NEW,103769.5221,186320.3127
6500,REGULAR,WRS,121022.1,120613.1,120609.1,121022.1,120611.1,120609.1,120609.1,120622.1,121022.1,120611.1,120611.1,120611.1,120618.1,120609.1,121022.1,120618.1,120612.1,121022.1,120611.1,,,120609.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/22/2012,137,,1210098,0.01,,0.043,0.02,6/13/2012,6,<LRL (0.004),1210098,0.002,L,0.0018,0.004,6/9/2012,2,,1210098,,1901,10/22/2012,137,,1210098,0.02,,54.62,0.04,6/11/2012,4,,1210098,0.03,,10.449,0.06,6/9/2012,2,,1210098,,,5,5,6/9/2012,2,,1210098,,,391,2,6/22/2012,15,,1210098,0.1,,1.67,0.2,10/22/2012,137,,1210098,0.01,,8.086,0.02,6/11/2012,4,<LRL (0.02),1210098,0.01,ND,0,0.02,6/11/2012,4,,1210098,0.01,ND,0,0.02,6/11/2012,4,<LRL (0.02),1210098,0.01,ND,0,0.02,6/18/2012,11,,1210098,0.01,,0.129,0.02,6/9/2012,2,,1210098,,8.43,10/22/2012,137,,1210098,0.04,,1.895,0.08,6/18/2012,11,,1210098,2,,17,4,6/12/2012,5,,1210098,0.005,,3.357,0.01,10/22/2012,137,1210098,0.02,,14.15,0.04,6/11/2012,4,,1210098,0.09,,87.399,0.18,0,NA,NA,,NA,,,,NA,NA,6/9/2012,2,,1210098,,,1.64,2,,,,,,,,,,,,,,,,,,,624740,,624743,,NLA12_NM_134,1,6/7/2012,1718.89,Region_6,Farmington Lake,14,14080104,36.79890899,-108.1040209,NLA12_NM_134,NM_NLA12NEW,_1067076.519,_10514.31353
6501,REGULAR,WRS,121022.1,120613.1,120609.1,121022.1,120611.1,120609.1,120609.1,120622.1,121022.1,120611.1,120611.1,120611.1,120618.1,120609.1,121022.1,120618.1,120612.1,121022.1,120611.1,,,120609.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/22/2012,136,<LRL (0.02),1210095,0.01,ND,0.009,0.02,6/13/2012,5,<LRL (0.004),1210095,0.002,L,0.0023,0.004,6/9/2012,1,,1210095,,1976,10/22/2012,136,,1210095,0.02,,33.18,0.04,6/11/2012,3,,1210095,0.03,,2.36,0.06,6/9/2012,1,,1210095,,,8,5,6/9/2012,1,,1210095,,,201,2,6/22/2012,14,,1210095,0.1,,3.31,0.2,10/22/2012,136,,1210095,0.01,,3.514,0.02,6/11/2012,3,<LRL (0.02),1210095,0.01,ND,0.001,0.02,6/11/2012,3,,1210095,0.01,ND,0.001,0.02,6/11/2012,3,<LRL (0.02),1210095,0.01,ND,0,0.02,6/18/2012,10,,1210095,0.01,,0.305,0.02,6/9/2012,1,,1210095,,8.62,10/22/2012,136,,1210095,0.04,,1.675,0.08,6/18/2012,10,,1210095,2,,152,4,6/12/2012,4,,1210095,0.005,,27.383,0.01,10/22/2012,136,1210095,0.02,,4.718,0.04,6/11/2012,3,,1210095,0.09,,3.547,0.18,6.58E-06,NA,NA,,NA,,,,NA,NA,6/9/2012,1,,1210095,,,2.18,2,,,,,,,,,,,,,,,,,,,624710,,624713,,NLA12_NM_138,1,6/8/2012,2290.19,Region_6,Bowl Lake,15,15020006,35.98082795,-108.9316434,NLA12_NM_138,NM_NLA12NEW,_1152033.143,_91693.0015
6504,REGULAR,WRS,110731.1,120613.1,120609.1,120731.1,120611.1,120609.1,120609.1,120619.1,120731.1,120611.1,120611.1,120611.1,120618.1,120609.1,120731.1,120618.1,120612.1,120731.1,120611.1,,,120609.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/31/2012,54,<LRL (0.02),1210090,0.01,L,0.019,0.02,6/13/2012,6,<LRL (0.004),1210090,0.002,L,9.00E-04,0.004,6/9/2012,2,,1210090,,37.9,7/31/2012,54,,1210090,0.02,,0.266,0.04,6/11/2012,4,,1210090,0.03,,1.692,0.06,6/9/2012,2,,1210090,,,12,5,6/9/2012,2,,1210090,,,9.99,2,6/19/2012,12,,1210090,0.1,,2.72,0.2,7/31/2012,54,,1210090,0.01,,0.164,0.02,6/11/2012,4,<LRL (0.02),1210090,0.01,ND,0.002,0.02,6/11/2012,4,,1210090,0.01,ND,0.002,0.02,6/11/2012,4,<LRL (0.02),1210090,0.01,ND,0,0.02,6/18/2012,11,,1210090,0.01,,0.114,0.02,6/9/2012,2,,1210090,,5.6,7/31/2012,54,,1210090,0.04,,0.117,0.08,6/18/2012,11,,1210090,2,,11,4,6/12/2012,5,,1210090,0.005,,0.909,0.01,7/31/2012,54,1210090,0.02,,0.94,0.04,6/11/2012,4,,1210090,0.09,,0.306,0.18,0.000181818,NA,NA,,NA,,,,NA,NA,6/9/2012,2,,1210090,,,2.76,2,,,,,,,,,,,,,,,,,,,633830,,633833,,NLA12_NC_103,1,6/7/2012,71.99,Region_4,Mott Lake,3,3030004,35.05432224,-79.20656601,NLA12_NC_103,NC_NLA07RVT,1511126.67,_140042.3669
6507,REGULAR,WRS,121022.1,120613.1,120612.1,121022.1,120613.1,120612.1,120612.1,120622.1,121022.1,120613.1,120613.1,120613.1,120618.1,120612.1,121022.1,120618.1,120614.1,121022.1,120615.1,,,120612.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/22/2012,134,<LRL (0.02),1210103,0.01,ND,0,0.02,6/13/2012,3,,1210103,0.002,,0.0096,0.004,6/12/2012,2,,1210103,,5133,10/22/2012,134,,1210103,0.02,,44.78,0.04,6/13/2012,3,,1210103,0.03,,92.957,0.06,6/12/2012,2,,1210103,,,12,5,6/12/2012,2,,1210103,,,1577,2,6/22/2012,12,,1210103,0.1,,6.17,0.2,10/22/2012,134,,1210103,0.01,,50.27,0.02,6/13/2012,3,<LRL (0.02),1210103,0.01,ND,0.005,0.02,6/13/2012,3,,1210103,0.01,ND,0.005,0.02,6/13/2012,3,<LRL (0.02),1210103,0.01,ND,0,0.02,6/18/2012,8,,1210103,0.01,,0.505,0.02,6/12/2012,2,,1210103,,8.7,10/22/2012,134,,1210103,0.04,,11.27,0.08,6/18/2012,8,,1210103,2,,24,4,6/14/2012,4,,1210103,0.005,,3.506,0.01,10/22/2012,134,1210103,0.02,,244.8,0.04,6/15/2012,5,,1210103,0.09,,429.526,0.18,0.000208333,NA,NA,,NA,,,,NA,NA,6/12/2012,2,,1210103,,,4.21,2,,,,,,,,,,,,,,,,,,,623090,,623093,,NLA12_NM_129,1,6/10/2012,1146.68,Region_6,Ute Reservoir,11,11080006,35.35167925,-103.4881351,NLA12_NM_129,NM_NLA12NEW,_674005.8956,_214063.0274
6517,REGULAR,WRS,110731.1,120613.1,120609.1,120731.1,120611.1,120609.1,120609.1,120619.1,120731.1,120611.1,120611.1,120611.1,120618.1,120609.1,120731.1,120618.1,120612.1,120731.1,120611.1,,,120609.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/31/2012,54,<LRL (0.02),1210088,0.01,ND,0.002,0.02,6/13/2012,6,,1210088,0.002,,0.0079,0.004,6/9/2012,2,,1210088,,3633,7/31/2012,54,,1210088,0.02,,53.76,0.04,6/11/2012,4,,1210088,0.03,,24.109,0.06,6/9/2012,2,,1210088,,,12,5,6/9/2012,2,,1210088,,,500,2,6/19/2012,12,,1210088,0.1,,4.6,0.2,7/31/2012,54,,1210088,0.01,,19.42,0.02,6/11/2012,4,<LRL (0.02),1210088,0.01,ND,0,0.02,6/11/2012,4,,1210088,0.01,ND,0,0.02,6/11/2012,4,<LRL (0.02),1210088,0.01,ND,0,0.02,6/18/2012,11,,1210088,0.01,,0.985,0.02,6/9/2012,2,,1210088,,8.3,7/31/2012,54,,1210088,0.04,,3.623,0.08,6/18/2012,11,,1210088,2,,200,4,6/12/2012,5,,1210088,0.005,,10.329,0.01,7/31/2012,54,1210088,0.02,,21.02,0.04,6/11/2012,4,,1210088,0.09,,51.474,0.18,0,NA,NA,,NA,,,,NA,NA,6/9/2012,2,,1210088,,,18.32,2,,,,,,,,,,,,,,,,,,,629330,,629333,,NLA12_MO_107,1,6/7/2012,86.5,Region_7,Unnamed,8,8010100,36.59005203,-89.26963116,NLA12_MO_107,MO_NLA07RVT,596107.33,_80842.4246
6518,REGULAR,WRS,121022.1,120613.1,120612.1,121022.1,120613.1,120612.1,120612.1,120622.1,121022.1,120613.1,120613.1,120613.1,120618.1,120612.1,121022.1,120618.1,120614.1,121022.1,120613.1,,,120612.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/22/2012,133,<LRL (0.02),1210104,0.01,ND,0.007,0.02,6/13/2012,2,<LRL (0.004),1210104,0.002,L,0.0037,0.004,6/12/2012,1,,1210104,,1095,10/22/2012,133,,1210104,0.02,,19.52,0.04,6/13/2012,2,,1210104,0.03,,0.22,0.06,6/12/2012,1,,1210104,,,11,5,6/12/2012,1,,1210104,,,129.2,2,6/22/2012,11,,1210104,0.1,,3.34,0.2,10/22/2012,133,,1210104,0.01,,3.57,0.02,6/13/2012,2,<LRL (0.02),1210104,0.01,ND,0,0.02,6/13/2012,2,,1210104,0.01,ND,0,0.02,6/13/2012,2,<LRL (0.02),1210104,0.01,ND,0,0.02,6/18/2012,7,,1210104,0.01,,0.261,0.02,6/12/2012,1,,1210104,,8.5,10/22/2012,133,,1210104,0.04,,0.264,0.08,6/18/2012,7,,1210104,2,,21,4,6/14/2012,3,,1210104,0.005,,2.855,0.01,10/22/2012,133,1210104,0.02,,1.588,0.04,6/13/2012,2,,1210104,0.09,,10.306,0.18,0,NA,NA,,NA,,,,NA,NA,6/12/2012,1,,1210104,,,2.06,2,,,,,,,,,,,,,,,,,,,633770,,633773,,NLA12_IL_R01,1,6/11/2012,113.39,Region_5,WHOOPLE CAT LAKE,5,5140203,37.47735207,-88.32742822,NLA12_IL_R01,,671369.6569,24578.33535
6524,REGULAR,WRS,121022.1,120613.1,120613.1,121022.1,120613.1,120613.1,120613.1,120622.1,121022.1,120613.1,120613.1,120613.1,120625.1,120613.1,121022.1,120625.1,120614.1,121022.1,120613.1,,,120613.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/22/2012,133,<LRL (0.02),1210109,0.01,ND,0.007,0.02,6/13/2012,2,<LRL (0.004),1210109,0.002,L,0.0019,0.004,6/13/2012,2,,1210109,,2981,10/22/2012,133,,1210109,0.02,,28.53,0.04,6/13/2012,2,,1210109,0.03,,90.9,0.06,6/13/2012,2,,1210109,,,7,5,6/13/2012,2,,1210109,,,674,2,6/22/2012,11,,1210109,0.1,,3.29,0.2,10/22/2012,133,,1210109,0.01,,9.234,0.02,6/13/2012,2,<LRL (0.02),1210109,0.01,ND,0,0.02,6/13/2012,2,,1210109,0.01,ND,0,0.02,6/13/2012,2,<LRL (0.02),1210109,0.01,ND,0,0.02,6/25/2012,14,,1210109,0.01,,0.329,0.02,6/13/2012,2,,1210109,,8.61,10/22/2012,133,,1210109,0.04,,4.797,0.08,6/25/2012,14,,1210109,2,,12,4,6/14/2012,3,,1210109,0.005,,1.088,0.01,10/22/2012,133,1210109,0.02,,104.1,0.04,6/13/2012,2,,1210109,0.09,,50.039,0.18,0,NA,NA,,NA,,,,NA,NA,6/13/2012,2,,1210109,,,1.59,2,,,,,,,,,,,,,,,,,,,632990,,632993,,NLA12_KS_138,1,6/11/2012,392.44,Region_7,Unnamed,11,11030013,37.63437988,-97.39649824,NLA12_KS_138,KS_NLA12NEW,_122067.0219,15957.13501
