UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,AG_ECO9,EPA_REG,STATE,CHEM_NOT_COLLECTED,WCHL_NOT_COLLECTED,LAB,MATRIX,SAM_CODE,CHEM_DATE_RECEIVED,CHEM_LAB_SAMPLE_ID,AMMONIA_N_BATCH_ID,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DILUTION_FACTOR,AMMONIA_N_HOLDING_TIME,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,ANC_BATCH_ID,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_MDL,ANC_NARS_FLAG,ANC_QA_FLAG,ANC_RESULT,ANC_RL,ANC_UNITS,CALCIUM_BATCH_ID,CALCIUM_DATE_ANALYZED,CALCIUM_DILUTION_FACTOR,CALCIUM_HOLDING_TIME,CALCIUM_MDL,CALCIUM_NARS_FLAG,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CALCIUM_UNITS,CHLORIDE_BATCH_ID,CHLORIDE_DATE_ANALYZED,CHLORIDE_DILUTION_FACTOR,CHLORIDE_HOLDING_TIME,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COLOR_BATCH_ID,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_MDL,COLOR_NARS_FLAG,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COLOR_UNITS,COND_BATCH_ID,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_MDL,COND_NARS_FLAG,COND_QA_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_BATCH_ID,DOC_DATE_ANALYZED,DOC_DILUTION_FACTOR,DOC_HOLDING_TIME,DOC_MDL,DOC_NARS_FLAG,DOC_QA_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,MAGNESIUM_BATCH_ID,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_DILUTION_FACTOR,MAGNESIUM_HOLDING_TIME,MAGNESIUM_MDL,MAGNESIUM_NARS_FLAG,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,MAGNESIUM_UNITS,NITRATE_N_BATCH_ID,NITRATE_N_DATE_ANALYZED,NITRATE_N_DILUTION_FACTOR,NITRATE_N_HOLDING_TIME,NITRATE_N_MDL,NITRATE_N_NARS_FLAG,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_N_UNITS,NITRATE_NITRITE_N_BATCH_ID,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NITRITE_N_BATCH_ID,NITRITE_N_DATE_ANALYZED,NITRITE_N_DILUTION_FACTOR,NITRITE_N_HOLDING_TIME,NITRITE_N_MDL,NITRITE_N_NARS_FLAG,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NITRITE_N_UNITS,NTL_BATCH_ID,NTL_DATE_ANALYZED,NTL_DISS_BATCH_ID,NTL_DISS_DATE_ANALYZED,NTL_DISS_HOLDING_TIME,NTL_DISS_MDL,NTL_DISS_NARS_FLAG,NTL_DISS_QA_FLAG,NTL_DISS_RESULT,NTL_DISS_UNITS,NTL_HOLDING_TIME,NTL_MDL,NTL_NARS_FLAG,NTL_QA_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_BATCH_ID,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_NARS_FLAG,PH_QA_FLAG,PH_RESULT,PH_UNITS,POTASSIUM_BATCH_ID,POTASSIUM_DATE_ANALYZED,POTASSIUM_DILUTION_FACTOR,POTASSIUM_HOLDING_TIME,POTASSIUM_MDL,POTASSIUM_NARS_FLAG,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,POTASSIUM_UNITS,PTL_BATCH_ID,PTL_DATE_ANALYZED,PTL_DISS_BATCH_ID,PTL_DISS_DATE_ANALYZED,PTL_DISS_HOLDING_TIME,PTL_DISS_MDL,PTL_DISS_NARS_FLAG,PTL_DISS_QA_FLAG,PTL_DISS_RESULT,PTL_DISS_UNITS,PTL_HOLDING_TIME,PTL_MDL,PTL_NARS_FLAG,PTL_QA_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SILICA_BATCH_ID,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_MDL,SILICA_NARS_FLAG,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SILICA_UNITS,SODIUM_BATCH_ID,SODIUM_DATE_ANALYZED,SODIUM_DILUTION_FACTOR,SODIUM_HOLDING_TIME,SODIUM_MDL,SODIUM_NARS_FLAG,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SODIUM_UNITS,SULFATE_BATCH_ID,SULFATE_DATE_ANALYZED,SULFATE_DILUTION_FACTOR,SULFATE_HOLDING_TIME,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TKN_BATCH_ID,TKN_DATE_ANALYZED,TKN_HOLDING_TIME,TKN_MDL,TKN_NARS_FLAG,TKN_QA_FLAG,TKN_RESULT,TKN_RL,TKN_UNITS,TSS_BATCH_ID,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_MDL,TSS_NARS_FLAG,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TSS_UNITS,TURB_BATCH_ID,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_MDL,TURB_NARS_FLAG,TURB_QA_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,WCHL_DATE_RECEIVED,WCHL_LAB_SAMPLE_ID,CHLA_BATCH_ID,CHLA_DATE_ANALYZED,CHLA_HOLDING_TIME,CHLA_MDL,CHLA_NARS_FLAG,CHLA_RESULT,CHLA_RL,CHLA_UNITS,CHLA_VOLUME_FILTERED,PHEO_BATCH_ID,PHEO_DATE_ANALYZED,PHEO_HOLDING_TIME,PHEO_NARS_FLAG,PHEO_RESULT,PHEO_RL,NtoP,NO3toP
2012581,4/28/2021,NRS18_VT_10006,6/13/2018,1,NAP,Region_01,VT,,,WRS,WATER,REGULAR,1,0,180620.2,6/20/2018,,7,0.001,L,EST,0.002,0.004,mg N/L,180614.1,6/14/2018,1,,,,2327.83,,uEQ/L,32018.1,11/16/2018,,156,0.012,,,47.645,0.024,mg/L,180615.1,6/15/2018,,2,0.003,,,1.366,0.005,mg/L,180614,6/14/2018,1,,,,0,,APHA PT-CO,180614.1,6/14/2018,1,,,,251,2,uS/cm at 25 C,180615.1,6/15/2018,,2,0.026,,,0.74,0.2,mg/L,32018.1,11/16/2018,,156,0.001,,,1.317,0.002,mg/L,180615.1,6/15/2018,,2,2.00E-04,,,0.0645,0.0025,mg N/L,,,,,,,,,,180615.1,6/15/2018,,2,1.00E-04,ND,MDL (0.0001),,0.001,,180706.1,7/6/2018,180703.1,7/3/2018,20,0.008,,,0.169,mg N/L,23,0.008,,,0.135,0.02,mg N/L,180614.1,6/14/2018,1,,,8.31,Std. Units,32018.1,11/16/2018,,156,0.027,,,2.099,0.054,mg/L,180706.1,7/6/2018,180703.1,7/3/2018,20,0.5,,,6.5,ug/L,23,0.5,,,9.53,4,ug/L,180615.1,6/15/2018,2,0.003,,,5.838,0.01,mg/L,32018.1,11/16/2018,,156,0.003,,,1.125,0.006,mg/L,180615.1,6/15/2018,,2,0.001,,,9.835,0.08,mg/L,,,,,,,,,,180618.1,6/18/2018,5,,,,5.1,2,mg/L,180614.1,6/14/2018,1,,,,1.08,1,NTU,6/14/2018,,180618.1,6/18/2018,5,0.24,,0.22,,ug/L,1500,,,,,,,0.014165792,0.006768101
2012582,4/28/2021,NRS18_CA_10033,6/13/2018,1,XER,Region_09,CA,,,WRS,WATER,REGULAR,1,0,180620.2,6/20/2018,,7,0.001,,,0.093,0.004,mg N/L,180614.1,6/14/2018,1,,,,1071.38,,uEQ/L,32018.1,11/16/2018,,156,0.012,,,15.798,0.024,mg/L,180615.1,6/15/2018,,2,0.003,,,39.965,0.005,mg/L,180614,6/14/2018,1,,,,2,,APHA PT-CO,180614.1,6/14/2018,1,,,,323.5,2,uS/cm at 25 C,180615.1,6/15/2018,,2,0.026,,,2.37,0.2,mg/L,32018.1,11/16/2018,,156,0.001,,,7.938,0.002,mg/L,180615.1,6/15/2018,,2,2.00E-04,,,0.7857,0.0025,mg N/L,,,,,,,,,,180615.1,6/15/2018,,2,1.00E-04,,,0.0054,0.001,mg N/L,180706.1,7/6/2018,180703.1,7/3/2018,20,0.008,,,0.659,mg N/L,23,0.008,,,1.239,0.02,mg N/L,180614.1,6/14/2018,1,,,7.98,Std. Units,32018.1,11/16/2018,,156,0.027,,,2.122,0.054,mg/L,180706.1,7/6/2018,180703.1,7/3/2018,20,0.5,,,142.363,ug/L,23,0.5,,,210.551,4,ug/L,180615.2,6/15/2018,2,0.003,,,10.773,0.01,mg/L,32018.1,11/16/2018,,156,0.003,,,35.251,0.006,mg/L,180615.1,6/15/2018,,2,0.001,,,30.515,0.08,mg/L,,,,,,,,,,180618.1,6/18/2018,5,,,,24.3,2,mg/L,180614.1,6/14/2018,1,,,,22.68,1,NTU,6/14/2018,,180618.1,6/18/2018,5,0.24,,16.32,,ug/L,250,,,,,,,0.00588456,0.003731637
2012584,4/28/2021,NRS18_NE_10035,6/13/2018,1,TPL,Region_07,NE,,,WRS,WATER,REGULAR,1,0,180710.1,7/10/2018,,27,0.001,,,0.111,0.004,mg N/L,180615.1,6/15/2018,2,,,,5126.66,,uEQ/L,32018.1,11/16/2018,,156,0.012,,,65.628,0.024,mg/L,180618.1,6/18/2018,,5,0.003,,,6.716,0.005,mg/L,180615,6/15/2018,2,,,,3,,APHA PT-CO,180615.1,6/15/2018,2,,,,549.6,2,uS/cm at 25 C,180621.1,6/21/2018,,8,0.026,,,2.97,0.2,mg/L,32018.1,11/16/2018,,156,0.001,,,16.051,0.002,mg/L,180618.1,6/18/2018,,5,2.00E-04,,,3.6793,0.0025,mg N/L,,,,,,,,,,180618.1,6/18/2018,,5,1.00E-04,,,0.0375,0.001,mg N/L,180706.1,7/6/2018,180710.2,7/10/2018,27,0.008,,,4.701,mg N/L,23,0.008,,,4.476,0.02,mg N/L,180615.1,6/15/2018,2,,,8.42,Std. Units,32018.1,11/16/2018,,156,0.027,,,4.423,0.054,mg/L,180706.1,7/6/2018,180710.2,7/10/2018,27,0.5,,,457.375,ug/L,23,0.5,,,680.513,4,ug/L,180619.2,6/19/2018,6,0.003,,,31.802,0.01,mg/L,32018.1,11/16/2018,,156,0.003,,,34.091,0.006,mg/L,180618.1,6/18/2018,,5,0.001,,,25.023,0.08,mg/L,,,,,,,,,,180618.1,6/18/2018,5,,,,167.1,2,mg/L,180615.1,6/15/2018,2,,,,77.39,1,NTU,6/15/2018,,180618.1,6/18/2018,5,0.24,,9.32,,ug/L,130,,,,,,,0.006577391,0.005406656
2012585,4/28/2021,NRS18_MI_10081,6/13/2018,1,TPL,Region_05,MI,,,WRS,WATER,REGULAR,1,0,180620.2,6/20/2018,,7,0.001,,,0.028,0.004,mg N/L,180615.1,6/15/2018,2,,,,6254.85,,uEQ/L,32018.1,11/16/2018,,156,0.012,,,96.043,0.024,mg/L,180618.1,6/18/2018,,5,0.003,,,28.118,0.005,mg/L,180615,6/15/2018,2,,,,14,,APHA PT-CO,180615.1,6/15/2018,2,,,,754.7,2,uS/cm at 25 C,180615.1,6/15/2018,,2,0.026,,,5.95,0.2,mg/L,32018.1,11/16/2018,,156,0.001,,,39.336,0.002,mg/L,180618.1,6/18/2018,,5,2.00E-04,,,0.1673,0.0025,mg N/L,,,,,,,,,,180618.1,6/18/2018,,5,1.00E-04,ND,MDL (0.0001),,0.001,,180706.1,7/6/2018,180705.2,7/5/2018,22,0.008,,,0.419,mg N/L,23,0.008,,,0.506,0.02,mg N/L,180615.1,6/15/2018,2,,,8.09,Std. Units,32018.1,11/16/2018,,156,0.027,,,2.303,0.054,mg/L,180706.1,7/6/2018,180705.2,7/5/2018,22,0.5,,,32.585,ug/L,23,0.5,,,55.801,4,ug/L,180619.1,6/19/2018,6,0.003,,,8.791,0.01,mg/L,32018.1,11/16/2018,,156,0.003,,,9.405,0.006,mg/L,180618.1,6/18/2018,,5,0.001,,,62.754,0.08,mg/L,,,,,,,,,,180618.1,6/18/2018,5,,L,LRL (2),0.7,2,mg/L,180615.1,6/15/2018,2,,,,2.03,1,NTU,6/15/2018,,180618.1,6/18/2018,5,0.24,,2.32,,ug/L,500,,,,,,,0.009067938,0.002998154
2012586,4/28/2021,NRS18_UT_10005,6/13/2018,1,XER,Region_08,UT,,,WRS,WATER,REGULAR,1,0,180710.1,7/10/2018,,27,0.001,,,0.033,0.004,mg N/L,180615.1,6/15/2018,2,,,,5300.67,,uEQ/L,32018.1,11/16/2018,,156,0.012,,,381.842,0.024,mg/L,180618.1,6/18/2018,,5,0.003,,,223.662,0.005,mg/L,180615,6/15/2018,2,,,,4,,APHA PT-CO,180615.1,6/15/2018,2,,,,3783.7,2,uS/cm at 25 C,180621.1,6/21/2018,,8,0.026,,,4.11,0.2,mg/L,32018.1,11/16/2018,,156,0.001,,,152.181,0.002,mg/L,180618.1,6/18/2018,,5,2.00E-04,H,,0.855,0.0025,mg N/L,,,,,,,,,,180618.1,6/18/2018,,5,1.00E-04,,,0.0102,0.001,mg N/L,180716.1,7/16/2018,190409.1,4/9/2019,300,0.008,H,H,1.075,mg N/L,33,0.008,H,H,1.152,0.02,mg N/L,180615.1,6/15/2018,2,,,8.17,Std. Units,32018.1,11/16/2018,,156,0.027,,,17.74,0.054,mg/L,180716.1,7/16/2018,190409.1,4/9/2019,300,0.5,H,H,16.519,ug/L,33,0.5,H,H,32.325,4,ug/L,180619.2,6/19/2018,6,0.003,,,15.147,0.01,mg/L,32018.1,11/16/2018,,156,0.003,,,363.273,0.006,mg/L,180618.1,6/18/2018,,5,0.001,,,1744.507,0.08,mg/L,,,,,,,,,,180618.1,6/18/2018,5,,,,3.1,2,mg/L,180615.1,6/15/2018,2,,,,3.04,1,NTU,6/15/2018,,180618.1,6/18/2018,5,0.24,,2.56,,ug/L,1000,,,,,,,0.035638051,0.026450116
2012587,4/28/2021,NRS18_NV_10016,6/13/2018,1,WMT,Region_09,NV,,,WRS,WATER,REGULAR,1,0,180620.1,6/20/2018,,7,0.001,,,0.011,0.004,mg N/L,180614.1,6/14/2018,1,,,,302.85,,uEQ/L,32018.1,11/16/2018,,156,0.012,,,3.124,0.024,mg/L,180615.1,6/15/2018,,2,0.003,,,0.084,0.005,mg/L,180614,6/14/2018,1,,,,0,,APHA PT-CO,180614.1,6/14/2018,1,,,,31,2,uS/cm at 25 C,180615.1,6/15/2018,,2,0.026,,,1.21,0.2,mg/L,32018.1,11/16/2018,,156,0.001,,,0.868,0.002,mg/L,180615.1,6/15/2018,,2,2.00E-04,,,0.0041,0.0025,mg N/L,,,,,,,,,,180615.1,6/15/2018,,2,1.00E-04,ND,MDL (0.0001),,0.001,,180706.1,7/6/2018,180703.1,7/3/2018,20,0.008,,,0.107,mg N/L,23,0.008,,,0.084,0.02,mg N/L,180614.1,6/14/2018,1,,,7.53,Std. Units,32018.1,11/16/2018,,156,0.027,,,1.11,0.054,mg/L,180706.1,7/6/2018,180703.1,7/3/2018,20,0.5,,,20.488,ug/L,23,0.5,,,28.301,4,ug/L,180615.2,6/15/2018,2,0.003,,,15.016,0.01,mg/L,32018.1,11/16/2018,,156,0.003,,,1.65,0.006,mg/L,180615.1,6/15/2018,,2,0.001,,,0.116,0.08,mg/L,,,,,,,,,,180618.1,6/18/2018,5,,L,LRL (2),1.4,2,mg/L,180614.1,6/14/2018,1,,,,1.15,1,NTU,6/14/2018,,180618.1,6/18/2018,5,0.24,,0.27,,ug/L,500,,,,,,,0.002968093,0.000144871
2012588,4/28/2021,NRS18_TN_10004,6/13/2018,1,SAP,Region_04,TN,,,WRS,WATER,REGULAR,1,0,180620.2,6/20/2018,,7,0.001,,,0.021,0.004,mg N/L,180614.1,6/14/2018,1,,,,3171.94,,uEQ/L,32018.1,11/16/2018,,156,0.012,,,56.304,0.024,mg/L,180615.1,6/15/2018,,2,0.003,,,3.653,0.005,mg/L,180614,6/14/2018,1,,,,0,,APHA PT-CO,180614.1,6/14/2018,1,,,,342.9,2,uS/cm at 25 C,180615.1,6/15/2018,,2,0.026,,,1.57,0.2,mg/L,32018.1,11/16/2018,,156,0.001,,,7.084,0.002,mg/L,180615.1,6/15/2018,,2,2.00E-04,,,0.3789,0.0025,mg N/L,,,,,,,,,,180615.1,6/15/2018,,2,1.00E-04,ND,MDL (0.0001),,0.001,,180706.1,7/6/2018,180703.1,7/3/2018,20,0.008,,,0.578,mg N/L,23,0.008,,,0.566,0.02,mg N/L,180614.1,6/14/2018,1,,,8.36,Std. Units,32018.1,11/16/2018,,156,0.027,,,1.528,0.054,mg/L,180706.1,7/6/2018,180703.1,7/3/2018,20,0.5,,,19.113,ug/L,23,0.5,,,31.051,4,ug/L,180615.2,6/15/2018,2,0.003,,,9.763,0.01,mg/L,32018.1,11/16/2018,,156,0.003,,,4.602,0.006,mg/L,180615.1,6/15/2018,,2,0.001,,,13.378,0.08,mg/L,,,,,,,,,,180618.1,6/18/2018,5,,,,6.4,2,mg/L,180614.1,6/14/2018,1,,,,5.82,1,NTU,6/14/2018,,180618.1,6/18/2018,5,0.24,,0.88,,ug/L,250,,,,,,,0.018228076,0.012202506
2012589,4/28/2021,NRS18_TN_10024,6/12/2018,1,SAP,Region_04,TN,,,WRS,WATER,REGULAR,1,0,180620.2,6/20/2018,,8,0.001,,,0.018,0.004,mg N/L,180614.1,6/14/2018,2,,,,229.57,,uEQ/L,32018.1,11/16/2018,,157,0.012,,,3.33,0.024,mg/L,180615.1,6/15/2018,,3,0.003,,,3.254,0.005,mg/L,180614,6/14/2018,2,,,,2,,APHA PT-CO,180614.1,6/14/2018,2,,,,47.6,2,uS/cm at 25 C,180615.1,6/15/2018,,3,0.026,,,1.03,0.2,mg/L,32018.1,11/16/2018,,157,0.001,,,1.156,0.002,mg/L,180615.1,6/15/2018,,3,2.00E-04,,,0.3739,0.0025,mg N/L,,,,,,,,,,180615.1,6/15/2018,,3,1.00E-04,,,0.011,0.001,mg N/L,180706.1,7/6/2018,180703.1,7/3/2018,21,0.008,,,0.492,mg N/L,24,0.008,,,0.594,0.02,mg N/L,180614.1,6/14/2018,2,,,7.47,Std. Units,32018.1,11/16/2018,,157,0.027,,,1.262,0.054,mg/L,180706.1,7/6/2018,180703.1,7/3/2018,21,0.5,,,33.613,ug/L,24,0.5,,,77.551,4,ug/L,180615.2,6/15/2018,3,0.003,,,10.237,0.01,mg/L,32018.1,11/16/2018,,157,0.003,,,3.352,0.006,mg/L,180615.1,6/15/2018,,3,0.001,,,3.151,0.08,mg/L,,,,,,,,,,180618.1,6/18/2018,6,,,,23.4,2,mg/L,180614.1,6/14/2018,2,,,,15.01,1,NTU,6/14/2018,,180618.1,6/18/2018,6,0.24,,1.63,,ug/L,250,,,,,,,0.007659476,0.004821343
2012590,4/28/2021,NRS18_WV_10016,6/13/2018,1,SAP,Region_03,WV,,,WRS,WATER,REGULAR,1,0,180710.1,7/10/2018,,27,0.001,,,0.015,0.004,mg N/L,180615.1,6/15/2018,2,,,,2833.97,,uEQ/L,32018.1,11/16/2018,,156,0.012,,,54.313,0.024,mg/L,180618.1,6/18/2018,,5,0.003,,,4.791,0.005,mg/L,180615,6/15/2018,2,,,,3,,APHA PT-CO,180615.1,6/15/2018,2,,,,305.8,2,uS/cm at 25 C,180615.1,6/15/2018,,2,0.026,,,1.69,0.2,mg/L,32018.1,11/16/2018,,156,0.001,,,3.397,0.002,mg/L,180618.1,6/18/2018,,5,2.00E-04,,,0.646,0.0025,mg N/L,,,,,,,,,,180618.1,6/18/2018,,5,1.00E-04,ND,MDL (0.0001),,0.001,,180706.1,7/6/2018,180705.2,7/5/2018,22,0.008,,,0.76,mg N/L,23,0.008,,,0.874,0.02,mg N/L,180615.1,6/15/2018,2,,,8.34,Std. Units,32018.1,11/16/2018,,156,0.027,,,1.373,0.054,mg/L,180706.1,7/6/2018,180705.2,7/5/2018,22,0.5,,,24.46,ug/L,23,0.5,,,54.926,4,ug/L,180619.1,6/19/2018,6,0.003,,,5.419,0.01,mg/L,32018.1,11/16/2018,,156,0.003,,,4.569,0.006,mg/L,180618.1,6/18/2018,,5,0.001,,,7.454,0.08,mg/L,,,,,,,,,,180618.1,6/18/2018,5,,,,17.6,2,mg/L,180615.1,6/15/2018,2,,,,11.21,1,NTU,6/15/2018,,180618.1,6/18/2018,5,0.24,,2.43,,ug/L,1000,,,,,,,0.015912318,0.011761279
2012591,4/28/2021,NRS18_WI_10001,6/13/2018,1,UMW,Region_05,WI,,,WSLOH,WATER,REGULAR,1,0,133780,6/27/2018,,13,0.015,L,>L,0.578,0.048,mg N/L,133255,6/21/2018,8,51,L,>L,1348,51,uEQ/L,133230,6/21/2018,,7,0.1,L,>L,16.3,0.3,mg/L,134095,6/29/2018,,15,0.031,L,>L,6.54,0.1,mg/L,132841,6/15/2018,1,50,L,>L,600,50,APHA PT-CO,133255,6/21/2018,8,10,L,>L,159,10,uS/cm,131607,6/19/2018,,5,0.4,L,>L,18,1.3,mg/L,133230,6/21/2018,,7,0.1,L,>L,7.54,0.3,mg/L,133780,6/27/2018,,13,0.3,ND,ND,,1,,133780,6/27/2018,13,0.036,ND,ND,,0.12,,132859,6/15/2018,,2,0.05,ND,ND,,0.15,,134323,7/3/2018,,,,,,,,,20,0.075,L,>L,1.63,0.25,mg N/L,133255,6/21/2018,8,,,7.16,Std. Units,133230,6/21/2018,,7,0.1,L,>L,0.704,0.3,mg/L,133252,6/21/2018,,,,,,,,,7,5,L,>L,172,16,ug/L,134406,7/5/2018,21,0.1,L,>L,13.1,0.32,mg/L,133230,6/21/2018,,7,0.1,L,>L,4.98,0.3,mg/L,134095,6/29/2018,,15,0.16,L,>L,2.33,0.5,mg/L,,,,,,,,,,132961,6/19/2018,5,5,L,>L,21.5,5,mg/L,132840,6/15/2018,2,0.1,L,>L,66.8,0.1,NTU,6/15/2018,,133844,6/28/2018,15,,,26,,,150,,,,,,,0.009476744,0
2012592,4/28/2021,NRS18_LA_10016,6/13/2018,1,CPL,Region_06,LA,,,WRS,WATER,REGULAR,1,0,180620.1,6/20/2018,,7,0.001,,,0.01,0.004,mg N/L,180614.1,6/14/2018,1,,,,2256.68,,uEQ/L,32018.1,11/16/2018,,156,0.012,,,39.279,0.024,mg/L,180615.1,6/15/2018,,2,0.003,,,21.35,0.005,mg/L,180614,6/14/2018,1,,,,3,,APHA PT-CO,180614.1,6/14/2018,1,,,,397,2,uS/cm at 25 C,180615.1,6/15/2018,,2,0.026,,,3.04,0.2,mg/L,32018.1,11/16/2018,,156,0.001,,,12.937,0.002,mg/L,180615.1,6/15/2018,,2,2.00E-04,,,1.4645,0.0025,mg N/L,,,,,,,,,,180615.1,6/15/2018,,2,1.00E-04,ND,MDL (0.0001),,0.001,,180706.1,7/6/2018,180703.1,7/3/2018,20,0.008,,,1.67,mg N/L,23,0.008,,,1.839,0.02,mg N/L,180614.1,6/14/2018,1,,,8.17,Std. Units,32018.1,11/16/2018,,156,0.027,,,3.389,0.054,mg/L,180706.1,7/6/2018,180703.1,7/3/2018,20,0.5,,,100.738,ug/L,23,0.5,,,193.051,4,ug/L,180615.1,6/15/2018,2,0.003,,,6.363,0.01,mg/L,32018.1,11/16/2018,,156,0.003,,,20.323,0.006,mg/L,180615.1,6/15/2018,,2,0.001,,,43.184,0.08,mg/L,,,,,,,,,,180618.1,6/18/2018,5,,,,66.6,2,mg/L,180614.1,6/14/2018,1,,,,40.77,1,NTU,6/14/2018,,180618.1,6/18/2018,5,0.24,,6.26,,ug/L,250,,,,,,,0.00952598,0.007586078
2012593,4/28/2021,NRS18_OH_10001,6/13/2018,1,SAP,Region_05,OH,,,WRS,WATER,REGULAR,1,0,180710.1,7/10/2018,,27,0.001,,,0.02,0.004,mg N/L,180615.1,6/15/2018,2,,,,1832.18,,uEQ/L,32018.1,11/16/2018,,156,0.012,,,60.238,0.024,mg/L,180618.1,6/18/2018,,5,0.003,,,7.412,0.005,mg/L,180615,6/15/2018,2,,,,3,,APHA PT-CO,180615.1,6/15/2018,2,,,,530.7,2,uS/cm at 25 C,180621.1,6/21/2018,,8,0.026,,,1.97,0.2,mg/L,32018.1,11/16/2018,,156,0.001,,,25.716,0.002,mg/L,180618.1,6/18/2018,,5,2.00E-04,,,0.4615,0.0025,mg N/L,,,,,,,,,,180618.1,6/18/2018,,5,1.00E-04,L,EST,7.00E-04,0.001,mg N/L,180706.1,7/6/2018,180710.2,7/10/2018,27,0.008,,,0.406,mg N/L,23,0.008,,,0.466,0.02,mg N/L,180615.1,6/15/2018,2,,,8.12,Std. Units,32018.1,11/16/2018,,156,0.027,,,2.107,0.054,mg/L,180706.1,7/6/2018,180710.2,7/10/2018,27,0.5,,,9.013,ug/L,23,0.5,,,38.551,4,ug/L,180619.1,6/19/2018,6,0.003,,,3.927,0.01,mg/L,32018.1,11/16/2018,,156,0.003,,,8.565,0.006,mg/L,180618.1,6/18/2018,,5,0.001,,,161.91,0.08,mg/L,,,,,,,,,,180618.1,6/18/2018,5,,,,25.2,2,mg/L,180615.1,6/15/2018,2,,,,12.99,1,NTU,6/15/2018,,180618.1,6/18/2018,5,0.24,,1.79,,ug/L,750,,,,,,,0.012087884,0.011971155
2012594,4/28/2021,NRS18_IL_10366,6/13/2018,1,TPL,Region_05,IL,,,WRS,WATER,REGULAR,1,0,180620.2,6/20/2018,,7,0.001,,,0.072,0.004,mg N/L,180614.1,6/14/2018,1,,,,5985.91,,uEQ/L,32018.1,11/16/2018,,156,0.012,,,104.926,0.024,mg/L,180615.1,6/15/2018,,2,0.003,,,55.757,0.005,mg/L,180614,6/14/2018,1,,,,3,,APHA PT-CO,180614.1,6/14/2018,1,,,,924,2,uS/cm at 25 C,180615.1,6/15/2018,,2,0.026,,,3.1,0.2,mg/L,32018.1,11/16/2018,,156,0.001,,,43.412,0.002,mg/L,180615.1,6/15/2018,,2,2.00E-04,,,3.5982,0.0025,mg N/L,,,,,,,,,,180615.1,6/15/2018,,2,1.00E-04,,,0.0184,0.001,mg N/L,180716.1,7/16/2018,190409.1,4/9/2019,300,0.008,H,H,4.15,mg N/L,33,0.008,H,H,3.974,0.02,mg N/L,180614.1,6/14/2018,1,,,8.1,Std. Units,32018.1,11/16/2018,,156,0.027,,,2.575,0.054,mg/L,180706.1,7/6/2018,180703.1,7/3/2018,20,0.5,,,18.113,ug/L,23,0.5,,,72.676,4,ug/L,180615.2,6/15/2018,2,0.003,,,12.807,0.01,mg/L,32018.1,11/16/2018,,156,0.003,,,24.611,0.006,mg/L,180615.1,6/15/2018,,2,0.001,,,97.925,0.08,mg/L,,,,,,,,,,180618.1,6/18/2018,5,,,,33,2,mg/L,180614.1,6/14/2018,1,,,,17.01,1,NTU,6/14/2018,,180618.1,6/18/2018,5,0.24,,5.56,,ug/L,500,,,,,,,0.05468105,0.049510155
