SITE_ID,YEAR,VISIT_NO,SAMPLED,DATE_COL,DATECHEM,TEAM_ID,SAMP_LOC,PHSTVL,PHSTVLF,COND,CONDF,ANC,ANCF,TURB,TURBF,TSS,TSSF,COLOR,COLORF,DOC,DOCF,DIC,DICF,PTL,PTLF,SE,SEF,CA,CAF,MG,MGF,NA,NAF,K,KF,NH4,NH4F,SO4,SO4F,NO3,NO3F,CL,CLF,NTL,NTLF,ZN,ZNF,SIO2,SIO2F,H,OH,HCO3,CO3,ALKCALC,CATSUM,ANSUM,ANDEF,SOBC,IONSTR,BALANCE,ORGION,CONCAL,CONDHO,DAY_SHIP,COM_LAB,COM_FLD,COM_IM ,NtoP,NO3toP
WCAP99-0534,2000,1,Yes,06/20/2000,06/20/2000, ,X,8.75, ,545, ,2023.8, ,0.891, ,3.8,H206,10, ,2.52, ,23.42, ,34,H37,1,H435B,1629.9,H202,1228.2,H227,2199.2,H224,66,H232,0.9, ,1663.5, ,1196.6, ,1513.3, ,468,H37,2.5,H492B,12.51, ,0.002,5.623,1892.55,99.785,1997.88,5124.09,5194.01,-69.91,5123.37,0.012,-0.68,25.17,619.25,526.29,2, , ,  ,13.76470588,0.567647059
WCAP99-0535,2000,1,Yes,06/13/2000,06/13/2000, ,X,8.17, ,1076, ,3765.4, ,1.03, ,5.9,H212,5, ,3.24, ,46.91,H6,19, ,1,H441B,5204,H209,3314.7,H234,3151.5,H231,101.8,H239,0.5, ,6924.3,H50,0, ,1091.6,H50,188, ,13,H499,15.87, ,0.007,1.479,3821.253,52.994,3875.47,11772.48,11891.61,-119.14,11772,0.035,-0.5,32.29,1461.76,1117.66,2, , ,  ,9.894736842,0
WCAP99-0536,2000,1,Yes,06/14/2000,06/14/2000, ,X,8.37, ,871, ,3155.2,H8,0.128, ,2.8,H211,3, ,0.87, ,40.51,H5,4, ,1,H440B,6054.7,H208,2835.6,H233,1112.7,H230,52.4,H238,0.6, ,6559.3,H9,0,H8,85.2,H8,63, ,6,H498,15.39, ,0.004,2.344,3304.944,72.641,3379.72,10055.9,10024.45,31.45,10055.39,0.033,0.16,8.68,1253.79,939.14,2,Hole in cubitainer.  Sample transferred to new container., ,  ,15.75,0
WCAP99-0539,2000,1,Yes,07/19/2000,07/19/2000, ,X,7.38, ,172, ,1472.2, ,0.205,H6,3.7,H202,10, ,1.96, ,19.61,H5,66,H37,1,H408B,689.7, ,216.5,H201,714.9,H195,81.9,H203,2.2, ,19.6, ,620, ,190.4, ,304,H37,5,H464,42.71, ,0.042,0.24,1491.287,3.354,1494.74,1705.2,1714.84,-9.64,1702.97,0.003,-0.28,19.36,177.94,170.73,2, , ,  ,4.606060606,0.151515152
WCAP99-0540,2000,1,Yes,06/21/2000,06/21/2000, ,X,8.15, ,1620, ,3126, ,0.249, ,6.6,H205,5, ,2.68, ,38.07,H6,17,H36,1,H434B,12973.6,H201,5937.5,H226,1170.8,H223,70.7,H231,0.8, ,16788.4, ,0, ,95.9, ,289,H36,13,H491,18.55, ,0.007,1.413,3099.927,41.055,3142.19,20153.31,20026.71,126.6,20152.57,0.074,0.32,26.7,2641.57,1834.14,2, , ,  ,17,0
WCAP99-0542,2000,1,Yes,07/11/2000,07/11/2000, ,X,8.18, ,1216, ,6597, ,1.74, ,3.6,H205,5, ,3.51, ,77.87,H9,137,H30,2,H415,7063.6,H181,3069,H209,3505.6,H203,42.5,H211,0.7, ,4790.5, ,130.2, ,2316.8, ,253,H30,9,H472,28.31, ,0.007,1.514,6344.377,90.034,6435.49,13681.39,13545.38,136.01,13680.72,0.036,0.5,34.98,1610.52,1324.25,2, , ,  ,1.846715328,0.015328467
WCAP99-0550,2000,1,Yes,06/27/2000,06/27/2000,1,X,8.23, ,262,H8,2503.3,H8,0.44, ,35.1,H199,5, ,1.38, ,30.76,H8,59,H37,1,H429B,1498,H195,621.9,H220,570.9,H217,96,H225,0.7, ,63.1, ,223.2, ,142.2, ,228,H37,9,H486,20.18,H8,0.006,1.698,2507.98,39.934,2549.45,2787.39,2758.42,28.96,2786.72,0.006,0.52,13.76,288.6,272.45,2, , ,  ,3.86440678,0.061016949
WCAP99-0552,2000,1,Yes,07/25/2000,07/25/2000, ,X,8.12, ,408, ,3946.7, ,0.364,H4,1,H197,5,H4,2.12, ,48.04,H4,86,H31,1,H402B,2631.8, ,1232.4,H195,716.9,H189,71.6,H197,1.4, ,257.1, ,706.8, ,218.6, ,286,H31,11,H458,23.02, ,0.008,1.318,3909.09,48.316,3958.46,4654.07,4445.87,208.2,4652.73,0.011,2.29,21.12,478.73,442.39,3, , ,  ,3.325581395,0.13255814
WCAP99-0558,2000,1,Yes,06/28/2000,06/28/2000,1,X,8.31, ,435, ,3154.3, ,1.95, ,23.7,H198,10, ,1.65, ,37.7,H7,51,H36,1,H428B,1776.7,H194,920.1,H219,1693.5,H216,87,H224,1.2, ,679.8,H8,310, ,673.6,H8,280,H36,11,H485,17.17, ,0.005,2.042,3075.685,58.879,3136.41,4478.36,4494.94,-16.57,4477.26,0.01,-0.18,16.46,493.2,441.97,1, , ,  ,5.490196078,0.098039216
WCAP99-0560,2000,1,Yes,07/13/2000,07/13/2000, ,X,8.15, ,791, ,3925.3, ,0.428, ,1,H203,4,H4,1.37, ,45.67,H4,4,H33,1,H413B,4671.6,H398,2273.8,H207,1633.6,H201,33.7,H209,0.5, ,4597.1, ,0, ,276.1, ,110,H33,2.5,H470B,14.87,H8,0.007,1.413,3718.772,49.251,3769.19,8613.2,8642.63,-29.43,8612.73,0.026,-0.17,13.65,1040.67,812.41,2, , ,  ,27.5,0
WCAP99-0563,2001,1,Yes,06/21/2001,06/21/2001,1,X,8.18,H4,404, ,3668.1,H8,0.18,H4,0.2, ,10,H4,1.93, ,44.6, ,32, ,0,H235,2314.1,H250,76,H284,1131.3,H221,51.2,H216,0.6, ,288.6,H32,130.2,H32,318.7,H41,104, ,5,H282,39.66, ,0.007,1.514,3633.738,51.567,3686.58,3573.1,4296.25,-723.16,3572.56,0.008,-9.19,19.23,415.24,379.78,2, , ,  ,3.25,0.065625
WCAP99-0574,2000,1,Yes,08/15/2000,08/15/2000, ,X,7.45, ,88, ,706.3, ,1.06, ,2.5,H189,0, ,0.76,H16,8.93, ,24,H49,1,H386B,423.9, ,248.5, ,235.6, ,14.1, ,0.4, ,152.8, ,130.2, ,9.6, ,65,H49,42,H440,23.47,H8,0.035,0.282,687.746,1.817,689.76,922.57,854.4,68.17,922.18,0.002,3.84,7.52,95.15,87.02,2, , ,  ,2.708333333,0.0875
WCAP99-0581,2001,1,Yes,07/26/2001,07/26/2001,1,K,8.75,H4,407, ,5095.2, ,0.4,H4,0.1, ,0,H4,1.55, ,50.04,H7,8, ,0,H216,1770,H247,2849.1,H237,245.9,H224,4.8,H221,0.6, ,136.2,H12,0,H12,3.9,H12,135, ,3,H247,29.08,H8,0.002,5.623,4043.69,213.205,4262.28,4870.28,4402.63,467.65,4869.78,0.012,5.04,15.48,476,437.87,2, ,TAKEN AT K.,  ,16.875,0
WCAP99-0583,2001,1,Yes,08/01/2001,08/01/2001,1,F,8.3, ,203, ,2250.5, ,0.129, ,0.1, ,5, ,1.25, ,26.23,H5,14, ,0,H210,972.4,H241,1034.7,H231,134.9,H219,63.5,H215,0.4, ,102.6, ,179.8, ,3.9, ,70, ,19,H241,24.29,H9,0.005,1.995,2139.845,40.031,2181.74,2205.82,2291.32,-85.5,2205.43,0.005,-1.9,12.47,231.22,216.68,2, , ,  ,5,0.207142857
WCAP99-0587,2000,1,Yes,08/16/2000,08/16/2000, ,X,8.39, ,373, ,3940.7, ,0.213, ,2.7,H189,8, ,1.48,H15,44.72, ,27,H48,1,H385B,1790.9, ,2129.7, ,258, ,20.8, ,0.3, ,216.3, ,1773.2, ,107.2, ,509,H48,2.5,H439B,30.22, ,0.004,2.455,3648.102,83.963,3734.29,4199.59,4086.58,113.01,4199.33,0.01,1.36,14.76,430.01,397.21,2, , ,  ,18.85185185,1.059259259
WCAP99-0590,2000,1,Yes,08/24/2000,08/24/2000, ,X,7.39, ,265,H8,2161.5, ,0.364,H4,3.8,H183,5, ,0.81, ,29.36,H4,28, ,1,H377B,1257.3, ,701.8, ,600.4, ,47.3, ,0.4, ,235.5, ,266.6, ,272.2, ,94, ,19,H431,18.57, ,0.041,0.245,2237.055,5.149,2242.26,2607.41,2754.39,-146.98,2606.95,0.006,-2.74,8,285.43,264.97,2, , ,  ,3.357142857,0.153571429
WCAP99-0592,2000,1,Yes,09/12/2000,09/12/2000, ,F,8.18, ,210, ,1929.6, ,0.147, ,0.4,H185,9, ,1.42, ,24.09,H7,2, ,1,H363B,122.6, ,1787, ,109.4, ,5.1, ,0.4, ,19.2, ,130.2, ,59.5, ,91, ,8,H413,22.99, ,0.007,1.514,1962.708,27.853,1991.95,2024.5,2072.89,-48.38,2024.1,0.005,-1.18,14.15,203.68,193.41,2, , ,  ,45.5,1.05
WCAP99-0593,2001,1,Yes,08/28/2001,08/28/2001,1,K,8.29, ,299,H8,3010.2,H10,0.322, ,3.5, ,5, ,0.63, ,37.73, ,21,H36,0,H188,2367.7,H213,708.5,H204,208.1,H196,43.2,H189,0.3, ,217.8,H13,489.8,H13,40.3,H13,174,H36,14,H214,25.2,H10,0.005,1.95,3077.866,56.269,3135.89,3327.78,3402.05,-74.27,3327.51,0.008,-1.1,6.28,354.29,327.2,3, , ,  ,8.285714286,0.376190476
WCAP99-0598,2002,1,Yes,09/17/2002,09/17/2002,1,A,8.13, ,214, ,2085.9, ,0.408, ,3.88,H15,20, ,0.61,H15,24.95,H4,11, ,0.1,H569,1869.3, ,329.6, ,115.7, ,14, ,0.2, ,246.1, ,155, ,16.9, ,50, ,23,H206,11.76, ,0.007413102,1.348962883,2030.372056,25.67996297,2057.26644,2328.795176,2322.833484,5.96169178,2328.587156,0.006031802,0.064081768,6.050560329,249.0257694,229.0236268,2, , ,  ,4.545454545,0.227272727
WCAP99-0600,2000,1,Yes,08/02/2000,08/02/2000, ,X,8.12, ,467, ,2687.5, ,0.875, ,1.8,H190,11, ,2.62, ,35.19,H6,10, ,1,H398B,2296.9, ,848.6,H187,1492.4,H181,45.5,H190,0.8, ,946.5,H20,440.2, ,915.8,H20,244, ,2.5,H453B,6.61, ,0.008,1.318,2863.466,35.392,2899.98,4684.21,4769.64,-85.43,4683.47,0.011,-0.9,26.1,535.97,474.92,2, , ,  ,24.4,0.71
WCAP99-0604,2000,1,Yes,09/13/2000,09/13/2000, ,F,7.49, ,34, ,317.9, ,0.103, ,5.4,H184,0, ,0.87, ,4.03,H6,4, ,1,H364B,172.5, ,38.3, ,123.5, ,8.4, ,0.5, ,5.4, ,130.2, ,8.2, ,100, ,8,H412,17.07,H9,0.032,0.309,312.363,0.905,313.53,343.3,329.31,13.99,342.77,0.001,2.08,8.61,34.38,33.57,2, , ,  ,25,0.525
WCAP99-0605,2000,1,Yes,09/19/2000,09/19/2000, ,F,7.85, ,127, ,969.3, ,0.176,H6,0,H181,5, ,0.87, ,11.61, ,2,H31,1,H358B,912.7, ,164.8, ,147.7, ,13.1, ,0.4, ,199.7, ,179.8, ,88.6, ,74,H31,11,H406,6.49, ,0.014,0.708,933.911,6.199,940.75,1238.65,1231.9,6.74,1238.29,0.003,0.27,8.65,136.47,125.09,3, , ,  ,37,1.45
WCAP99-0606,2000,1,Yes,08/23/2000,08/23/2000, ,X,7.65, ,119, ,965.4,H8,0.224, ,2.2,H184,7, ,1.19, ,12.09, ,11, ,1,H378B,592.8, ,257.4, ,318.6, ,20.3, ,0.3, ,51.8, ,179.8, ,136.8, ,106, ,16,H432,13.99, ,0.022,0.447,956.484,4.006,960.85,1189.39,1152.43,36.96,1189.09,0.003,1.58,11.8,124.09,118.7,2, , ,  ,9.636363636,0.263636364
WCAP99-0613,2000,1,Yes,08/08/2000,08/08/2000, ,X,8.02, ,110, ,1080.5, ,0.25, ,1.4,H191,0, ,0.77, ,13.17,H5,7,H56,1,H412B,494.3, ,566.1,H181,102.7, ,12.5,H184,0.4,H29,22.5, ,266.6, ,24, ,98,H56,38,H447,21.35, ,0.01,1.047,1068.378,10.489,1079.84,1176.05,1130.66,45.4,1175.64,0.003,1.97,7.67,117.91,113.37,2, , ,  ,14,0.614285714
WCAP99-0614,2003,1,Yes,08/20/2003,08/20/2003,1,F,8.54, ,412, ,4250.9, ,0.326,H5,0.6,H15,0,H5,1.18, ,50,H20,10, ,0.2,H251,817.4, ,3449.3, ,523.3, ,14.7, ,0.4, ,107,H15,0,H15,329.7,H20,140, ,0, ,17.5, ,0.002884032,3.467368505,4070.56472,132.3346063,4206.112527,4804.994168,4643.109635,161.8845332,4804.626362,0.011483113,0.856703824,11.77848422,483.4536867,448.1663089,2, , ,  ,14,0
WCAP99-0618,2003,1,Yes,07/23/2003,07/23/2003,2,F,7.87, ,193, ,1627.3, ,0.441,H5,0.5, ,5,H5,1.22,H22,20.7,H5,12, ,0,H218,1006.5, ,545.7, ,307.9, ,19.3, ,0.4,H35,175.3,H42,0,H42,155.7,H42,101, ,10,H203,11.03,H8,0.013489629,0.741310241,1667.164421,11.58769882,1679.372364,1879.659404,2010.49495,-130.8355451,1879.301752,0.004553626,-1.681624085,12.13060259,206.6850788,192.536836,2, , ,  ,8.416666667,0
WCAP99-0619,2000,1,Yes,08/22/2000,08/22/2000, ,X,7.04, ,115, ,309.4, ,3.2, ,34.3,H183,5, ,1.41, ,4.15, ,7, ,1,H379B,156.6, ,198.3, ,598, ,25.4, ,0.2, ,88.3, ,489.8, ,575.1,H8,141, ,9,H433,21,H8,0.091,0.11,286.605,0.295,286.9,978.73,958.26,20.47,978.42,0.002,1.06,13.81,116,109.83,1, , ,  ,20.14285714,1.128571429
WCAP99-0624,2001,1,Yes,08/22/2001,08/22/2001,2,F,7.79, ,417, ,1244.1, ,2.06, ,4.7, ,10, ,4.2, ,13.61, ,1536,H56,0,H194,1061.6,H219,428.6,H209,2047,H204,185.6,H196,2.6, ,532.4,H8,20627.4,H8,1568,H8,5113,H56,35,H220,17.18, ,0.016,0.617,1090.285,6.303,1097.12,3725.27,3530.24,195.03,3722.76,0.007,2.69,41.73,437.27,399.48,2, , ,  ,3.328776042,0.216601563
WCAP99-0625,2001,1,Yes,09/11/2001,09/11/2001,1,F,7.77,H4,83, ,495.7,H30,0.128,H4,0.1,H17,5,H4,0.49, ,5.85,H4,30, ,0, ,466.6,H199,200.7,H190,146.2,H182,5.2, ,0.4, ,275, ,310, ,9.9, ,70, ,9,H200,16.64, ,0.017,0.589,467.923,2.583,471.05,819.11,761,58.11,818.68,0.002,3.68,4.87,90.36,77.91,4, , ,  ,2.333333333,0.166666667
WCAP99-0629,2002,1,Yes,06/27/2002,06/27/2002,1,F,7.52,H4,58, ,539.6,H11,0.498,H4,3.08, ,15,H5,1.1, ,6.85,H5,10, ,0,H637,318.4, ,170.6, ,89.8, ,6.7, ,0.5, ,23.7,H12,0,H12,4.8,H12,51, ,0.2,H285,11.7,H8,0.030199517,0.331131122,533.1440808,1.655249089,535.0669029,586.0230653,563.660281,22.36278426,585.501294,0.001346393,0.972562764,10.92807961,59.18287651,57.01237769,4, , ,  ,5.1,0
WCAP99-0654,2001,1,Yes,06/13/2001,06/13/2001,1,F,7.94, ,4105, ,5892.5, ,1.15, ,4.2,H15,10, ,4.7, ,68.11, ,41,H93,5,H234,20843.5,H258,14060.6,H261,9016.9,H229,152.4,H264,5.1, ,39109.7, ,213174.6, ,5129.5, ,48219,H93,3,H290,36.47,H23,0.011,0.871,5506.352,44.966,5551.81,44078.24,53229.76,-9151.52,44073.37,0.16,-9.4,46.76,6462,4404.94,2, , ,  ,1176.073171,83.86097561
WCAP99-0658,2001,1,Yes,05/09/2001,05/09/2001,1,F,7.44, ,72, ,567.3, ,0.256, ,2.5, ,15, ,4, ,7.03, ,23,H91,0,H267,244.7,H293,63.8,H243,391.6,H240,38,H240,0.6, ,17.7, ,0, ,98.4, ,145,H91,3,H325,32.28, ,0.036,0.275,540.502,1.396,542.1,738.62,658.31,80.31,738.02,0.001,5.75,39.55,73.52,71.11,2, , ,  ,6.304347826,0
WCAP99-0662,2001,1,Yes,05/16/2001,05/16/2001,1,X,7.83, ,423, ,1603.1, ,0.508,H5,4.3, ,5, ,1.73, ,19.2, ,12,H84,0,H260,1886.1,H286,949.6,H236,1202.3,H253,25.1,H233,0.4, ,1660.4,H15,179.8,H14,953.4,H15,141,H84,2,H318,33.19,H14,0.015,0.676,1542.445,9.778,1552.78,4063.56,4169.51,-105.95,4063.13,0.011,-1.29,17.19,499.83,418.31,2, ,S2 SYRINGE BROKE IN FIELD. S2 SAMPLE NOT OBTAINED.,  ,11.75,0.241666667
WCAP99-0669,2001,1,Yes,06/26/2001,06/26/2001,1,X,8.29, ,268, ,2387.5, ,0.413, ,2.3, ,10, ,4.61,H16,30.6, ,11, ,0,H230,1396.2,H245,819.8,H218,587,H212,55.1,H211,0.6, ,88.3,H27,0,H27,304.3,H27,348, ,9,H277,11.33,H10,0.005,1.95,2496.228,45.636,2543.65,2858.61,2936.43,-77.83,2858.02,0.006,-1.34,45.97,304.88,287.24,2, , ,  ,31.63636364,0
WCAP99-0674,2002,1,Yes,05/16/2002,05/16/2002,1,F,7.73, ,187, ,1841.3, ,1.28, ,14.76,H15,5, ,0.82, ,23.56,H4,21,H39,0.1,H678,1120.8, ,305.9, ,503.6, ,22.5, ,0.3, ,41.8,H12,310,H12,73.9,H12,119,H110,4,H327,24.9,H8,0.018620871,0.537031796,1878.375313,9.458039804,1888.227757,1953.000327,2009.115605,-56.11527763,1952.703631,0.004197935,-0.708147851,8.178211116,203.4548793,193.5694909,2, , ,  ,5.666666667,0.238095238
WCAP99-0677,2002,1,Yes,05/09/2002,05/09/2002,1,F,8.46,H5,1171, ,6641.3, ,0.435,H4,3.52, ,10,H5,2.86, ,72.51,H7,192,H46,0.9,H685,5289.4, ,7108.3, ,1744.9, ,43.6, ,0.6, ,6817.8,H26,0,H19,448.3,H26,154,H117,0.8,H334,32.18, ,0.003467369,2.884031503,5910.948886,159.8365031,6073.281164,14186.73912,13339.72328,847.0158486,14186.23667,0.042826237,1.538548318,28.51205732,1636.243198,1274.736509,2,Debris in Cubitainer, ,  ,0.802083333,0
WCAP99-0679,2002,1,Yes,04/24/2002,04/24/2002,1,F,8.07, ,312, ,1522.4,H13,0.343, ,1.6, ,15, ,2.19,H15,18.52,H4,30,H41,0,H700,1314.9, ,638, ,1064.4, ,78.2, ,0.3, ,1021.1,H41,0,H34,430.5,H41,141,H107,0,H349,36.38,H9,0.00851138,1.174897555,1505.277684,16.58194188,1522.933632,3095.76836,2974.646638,121.1217215,3095.490168,0.007521072,0.997639548,21.82544456,353.9903672,302.4199349,2, , ,  ,4.7,0
WCAP99-0682,2002,1,Yes,04/30/2002,04/30/2002,1,F,8.09, ,379, ,2486.9, ,1.09,H6,1.84,H17,0, ,1.81, ,31.56, ,24,H35,0,H694,1316.4, ,601.7, ,1722.7, ,116, ,2.5, ,588.6,H35,353.4,H28,647.2,H35,226,H101,0,H343,18.06,H10,0.008128305,1.230268771,2565.923103,29.59800251,2596.577982,3759.037877,3838.313855,-79.27597791,3756.676219,0.007603072,-0.521734288,17.98564079,418.5070466,376.0375606,3, , ,  ,9.416666667,0.2375
WCAP99-0683,2002,1,Yes,05/08/2002,05/08/2002,1,F,7.99, ,619, ,3049.1, ,1.97,H5,27.4, ,0, ,0.68, ,37.96,H5,31,H47,0,H686,4182.1, ,1402.6, ,1131.8, ,25.5, ,0.4, ,3494.5,H27,266.6,H20,108.3,H20,110,H118,1.2,H335,12.41, ,0.01023293,0.977237221,3075.539518,28.17994086,3104.483767,6742.414319,6711.815708,30.59861058,6742.063803,0.020388252,0.113713719,6.748345649,808.7744463,637.661329,2, , ,  ,3.548387097,0.138709677
WCAP99-0742,2001,1,Yes,08/21/2001,08/21/2001,2,F,7.54, ,175, ,648.4, ,0.228, ,5.5, ,0, ,0.91, ,7.48, ,23,H42,0,H195,771.3,H220,335.3,H210,411.2,H203,65,H196,0.5, ,6.2, ,0, ,854.1,H9,171,H42,4,H221,26.71, ,0.029,0.347,583.977,1.899,586.16,1583.29,1446.55,136.74,1582.77,0.003,4.51,9.01,180.91,176.21,3, , ,  ,7.434782609,0
WCAP99-0744,2001,1,Yes,09/12/2001,09/12/2001,1,F,7.84, ,110, ,1135, ,0.158, ,0,H16,5, ,0.6, ,13.7, ,12, ,0, ,536.9,H198,416,H189,194.4,H181,25.3, ,0.4, ,7.1, ,223.2, ,9, ,48, ,19,H199,33.48, ,0.014,0.692,1101.325,7.144,1109.08,1172.95,1128.83,44.12,1172.53,0.003,1.92,5.96,116.75,112.83,3, , ,  ,4,0.3
WCAP99-0746,2001,1,Yes,07/31/2001,07/31/2001,2,F,8.29, ,803,H8,4562.1, ,0.334,H4,4.4, ,0, ,1.89, ,44.71, ,12, ,0,H211,4882,H242,2100.3,H232,2161.9,H226,44,H216,0.6, ,4077.4,H9,223.2, ,618.6,H9,141, ,12,H242,18.55, ,0.005,1.95,3647.267,66.679,3715.66,9188.72,8415.41,773.31,9188.2,0.025,4.39,18.85,1054.15,844.33,2, , ,  ,11.75,0.3
WCAP99-0747,2001,1,Yes,09/07/2001,09/07/2001,1,K,7.8, ,137, ,1062.8, ,1.32, ,20.8, ,10, ,1.49, ,12.37,H5,36, ,0, ,574.8,H203,528,H196,266.6,H186,31.5, ,0.4, ,41.2, ,5177, ,159.9, ,1433, ,14,H204,36.74,H10,0.016,0.631,991.678,5.867,998.1,1401.24,1282.86,118.39,1400.88,0.003,4.41,14.81,143.99,138.62,1, , ,  ,39.80555556,2.319444444
WCAP99-0748,2001,1,Yes,08/20/2001,08/20/2001,2,G,7.83, ,563, ,4129.9, ,0.225, ,0.5, ,5, ,0.77, ,45.34,H4,41,H101,0,H196,2283.9,H221,2255.2,H212,1461.4,H206,14,H197,0.6, ,777.4,H10,31601.4,H10,600.5,H10,7400,H101,20,H222,30.07, ,0.015,0.676,3642.418,23.089,3665.92,6015.15,5553.85,461.3,6014.51,0.014,3.99,7.65,637.86,577.36,2, , ,  ,180.4878049,12.43170732
WCAP99-0750,2001,1,Yes,08/07/2001,08/07/2001,1,F,6.54, ,24, ,192.6, ,0.343, ,4.5, ,5, ,0.63, ,2.88, ,4,H37,0,H204,122.1,H234,34.9,H223,61.6,H213,4.3,H210,0.4, ,10.2, ,0, ,31.3, ,15,H37,12,H235,4.68, ,0.288,0.035,145.437,0.047,145.22,223.6,187.03,36.57,222.95,0,8.91,6.04,22.33,21.7,2, , ,  ,3.75,0
WCAP99-0755,2001,1,Yes,08/22/2001,08/22/2001,1,F,8.3, ,153, ,1687.2, ,0.177, ,0.1, ,5, ,0.5, ,19.09, ,0,H41,0,H194,71.5,H219,1672.9,H210,11,H221,1.6,H195,0.3, ,10, ,130.2, ,5.9, ,44,H41,9,H220,17.09, ,0.005,1.995,1557.363,29.135,1588.4,1757.2,1606.55,150.65,1756.94,0.004,4.48,4.99,166.72,158.92,2, , ,  ,NA,NA
WCAP99-0756,2001,1,Yes,08/21/2001,08/21/2001,1,F,7.72, ,56, ,561.4, ,0.566, ,1.7, ,0, ,0.67, ,6.31, ,25,H42,0,H195,270.4,H220,156.3,H210,125.1,H203,32.8,H196,0.2, ,16.2, ,0, ,7.3, ,64,H42,12,H221,31.4, ,0.019,0.525,502.612,2.473,505.56,584.81,529.18,55.63,584.58,0.001,4.99,6.65,57.56,55.73,2, , ,  ,2.56,0
WCAP99-0758,2001,1,Yes,07/02/2001,07/02/2001,1,X,7.54,H4,23,H8,213.7,H8,1.01,H4,3.2,H15,8,H4,1.03, ,2.61,H7,3,H36,0,H226,149.7,H239,15,H211,57.1,H206,11,H205,0.3, ,10.2,H22,0,H22,5.9,H22,105,H36,12,H271,6.14,H9,0.029,0.347,203.767,0.662,204.74,233.07,220.9,12.17,232.76,0,2.68,10.2,23.84,23.12,4, , ,  ,35,0
WCAP99-0759,2001,1,Yes,09/13/2001,09/13/2001,1,F,7.76, ,192, ,2019, ,2.82, ,8.7,H15,10, ,1.2, ,25.64, ,31, ,0, ,949.3,H197,579,H190,454.5, ,81.1, ,0.4, ,6, ,0, ,32.4, ,63, ,17,H198,39.03, ,0.017,0.575,2049.235,11.056,2060.71,2064.33,2099.34,-35.02,2063.89,0.004,-0.84,11.92,210.93,201.73,2, , ,  ,2.032258065,0
WCAP99-0760,2001,1,Yes,08/09/2001,08/09/2001,2,X,7.48,H4,65, ,630.1, ,0.234,H4,2.1, ,10,H4,0.62, ,7.01,H4,9,H35,0,H203,296.1,H232,176.8,H221,153.2,H211,29.1,H208,0.4, ,42.9, ,179.8, ,33.6, ,81,H35,10,H233,18, ,0.033,0.302,542.502,1.536,544.27,655.6,623.65,31.95,655.15,0.001,2.5,6.13,67.33,64.29,2, , ,  ,9,0.322222222
WCAP99-0761,2001,1,Yes,10/02/2001,10/02/2001,1,F,8.48,H10,306,H10,3265,H9,0.246,H10,8.6, ,5,H10,0.59,H18,39.07,H10,28,H58,0, ,2475.9, ,850.9, ,67.4, ,70.9, ,0.3,H34,115.1,H9,0,H9,15.8,H9,40,H58,20, ,17.06,H10,0.003,3.02,3184.278,90.163,3277.27,3465.43,3408.39,57.04,3465.18,0.009,0.83,5.89,359.91,334.91,8, , ,  ,1.428571429,0
WCAP99-0764,2002,1,Yes,06/20/2002,06/20/2002,2,A,8.18, ,246, ,2236.3, ,1.62,H4,2.04, ,10, ,3.54, ,27.98,H5,86, ,0.2,H624,1531.9, ,486.4, ,640.3, ,56.5, ,1.1, ,102.6,H11,223.2,H11,203.6,H11,308, ,0.2,H292,19.25,H15,0.006606935,1.513561248,2279.88575,32.3542882,2313.604053,2716.168083,2623.613019,92.55506335,2715.166132,0.005899921,0.86665597,35.26284723,281.1821331,264.7218315,2, , ,  ,3.581395349,0.041860465
WCAP99-0767,2001,1,Yes,10/10/2001,10/10/2001,1,A,8.17, ,249, ,2292.2, ,0.315, ,0.2, ,10, ,1.35, ,28.72, ,3,H50,0, ,1721.3, ,577.1, ,336.6, ,15.5, ,0.4, ,156.6, ,0, ,151.5, ,88,H50,16, ,10.98, ,0.007,1.479,2339.509,32.445,2373.28,2650.87,2681.47,-30.6,2650.46,0.006,-0.57,13.45,281.71,263.14,2, , ,  ,29.33333333,0
WCAP99-0768,2001,1,Yes,07/25/2001,07/25/2001,2,F,8.34, ,319,H8,3075.1, ,0.2, ,0.1, ,5, ,0.9, ,35.43, ,6, ,0,H217,1786.7,H248,1111,H238,378.7,H225,20,H222,0.4, ,229.4,H13,179.8,H13,389.2,H15,94, ,8,H248,17.23,H9,0.005,2.188,2890.635,59.294,2951.93,3296.7,3573.65,-276.95,3296.37,0.008,-4.03,8.98,367.03,340.24,2, , ,  ,15.66666667,0.483333333
WCAP99-0777,2001,1,Yes,06/20/2001,06/20/2001,1,X,8.11, ,384, ,3785.9, ,0.15, ,0.1,H15,0, ,1.73, ,44.93, ,3, ,0,H236,2431,H251,1235.1,H278,465,H218,47.6,H217,0.4, ,187.6,H33,130.2,H33,130.3,H33,81, ,6,H283,21.97, ,0.008,1.288,3655.108,44.149,3700.3,4179.09,4020.59,158.51,4178.68,0.01,1.93,17.23,427.92,397.47,2, , ,  ,27,0.7
WCAP99-0779,2001,1,Yes,07/11/2001,07/11/2001,1,F,8.26, ,886, ,4678.8, ,0.602, ,1, ,10, ,1.47, ,54.52,H5,2, ,0,H217,5000.3,H223,3132.2,H203,2313.2,H216,40.8,H236,1.4, ,4897.9,H23,0,H13,253.9,H13,175, ,7,H262,21.48,H8,0.005,1.82,4446.593,75.866,4523.98,10487.85,9676.04,811.82,10486.54,0.03,4.03,14.66,1197.01,943.78,2, , ,  ,87.5,0
